Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Age at enrollment__is_outlier,Curricular units 1st sem (evaluations)__is_outlier,Curricular units 2nd sem (evaluations)__is_outlier,Delta_Grade,Grade_Improvement,Grade_Decline,CR_Sem1,CR_Sem2,Delta_CR,Completion_Collapse,Fail_Crossing,Borderline_Collapse,EvalPressure_Sem1,EvalPressure_Sem2,Delta_EvalPressure,GhostRate_Sem1,GhostRate_Sem2,Delta_GhostRate,Ghost_Worsening,Academic_Stress,Academic_Stress_Level,Home_Support_Risk,Subject_Specific,Subject_Risk_Flag,Subject_Difficulty_Score
1,17,2,171,1,1,131.0,1,2,1,3,3,148.9,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,0.0,0.0,Graduate,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0.1888366263305441,Low,0.1950938101583938,None,0,0.0
1,1,4,9147,1,1,146.0,1,3,1,3,10,138.7,0,0,0,1,1,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6118632334154211,Medium,0.13017081893136684,Language,1,0.5
1,1,4,9500,1,1,142.0,1,38,37,9,5,127.3,1,0,0,1,0,0,18,0,0,8,8,7,15.075714285714286,0,0,8,8,7,15.075714285714286,0,10.8,1.4,1.74,Graduate,0,0,0,0.0,0,0,0.875,0.875,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.06380433743769522,Low,0.034110761848743086,Math,1,1.0
1,1,2,9254,1,1,136.0,1,1,1,9,4,123.4,1,0,0,1,0,1,18,0,0,6,9,6,13.571428571428571,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate,0,0,0,-1.404761904761905,0,1,1.0,1.0,0.0,0,0,0,1.5,1.0,-0.5,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,7,1,9556,1,4,190.0,1,5,5,2,2,190.0,1,0,0,1,1,0,43,0,4,4,4,4,13.875,0,1,1,1,1,12.5,0,11.1,0.6,2.02,Dropout,0,0,0,-1.375,0,1,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.05774945012989486,Low,0.6225497329299332,None,0,0.0
1,1,1,9070,1,1,133.1,1,1,37,5,9,143.0,1,0,1,1,0,0,21,0,0,6,9,5,11.4,0,0,6,8,5,12.2,0,12.7,3.7,0.0,Dropout,0,0,0,0.7999999999999989,1,0,0.8333333333333334,0.8333333333333334,0.0,0,0,0,1.5,1.3333333333333333,-0.16666666666666674,0.0,0.0,0.0,0,0.2125393667659856,Low,0.4714524863940487,None,0,0.0
1,18,2,9556,1,1,126.0,1,3,3,2,2,115.5,0,0,0,1,1,0,18,0,0,7,11,6,13.433333333333332,0,0,7,10,4,13.6,0,8.9,1.4,3.51,Graduate,0,0,0,0.16666666666666785,1,0,0.8571428571428571,0.5714285714285714,-0.2857142857142857,0,0,0,1.5714285714285714,1.4285714285714286,-0.1428571428571428,0.0,0.0,0.0,0,0.1393685416253901,Low,0.10455764682595899,Other,1,0.3
1,1,3,9085,1,1,158.0,1,1,19,9,9,153.6,1,0,0,1,0,1,18,0,0,6,7,6,15.666666666666666,0,0,6,8,6,15.285714285714286,0,8.9,1.4,3.51,Graduate,0,0,0,-0.3809523809523796,0,1,1.0,1.0,0.0,0,0,0,1.1666666666666667,1.3333333333333333,0.16666666666666652,0.0,0.0,0.0,0,,,,No_Feedback,0,
2,7,1,9238,1,3,150.0,1,37,37,191,192,150.0,0,0,0,1,0,0,31,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,0.0,Graduate,0,0,0,2.0999999999999996,1,0,0.8333333333333334,0.8333333333333334,0.0,0,0,0,2.0,1.6666666666666667,-0.33333333333333326,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,17,1,9238,1,1,148.0,1,1,1,4,9,129.8,0,0,0,1,0,0,20,0,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,0.0,Enrolled,0,0,0,-0.1999999999999993,0,1,0.8333333333333334,0.6666666666666666,-0.16666666666666674,0,0,0,1.8333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,0,0.16062472846913187,Low,0.09760014431881292,Math,1,1.0
1,17,1,171,1,1,133.0,1,1,1,6,7,134.8,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,,,,No_Feedback,0,
1,17,6,9147,1,1,120.0,1,37,38,9,9,115.5,1,0,1,0,1,0,19,0,0,5,8,4,12.5,0,0,5,9,5,10.5,0,8.9,1.4,3.51,Enrolled,0,0,0,-2.0,0,1,0.8,1.0,0.19999999999999996,0,0,0,1.6,1.8,0.19999999999999996,0.0,0.0,0.0,0,0.0,Low,0.23940003907147328,None,0,0.0
1,39,1,9085,1,12,133.1,1,34,34,99,99,128.2,0,0,1,0,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.4646314240432994,Medium,0.515685187788295,None,0,0.0
1,43,2,9238,1,1,129.0,1,34,30,0,5,118.9,1,0,0,1,1,0,22,0,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,0.0,0.0,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1.8333333333333333,2.0,0.16666666666666674,0.0,0.0,0.0,0,0.3767568760836,Medium,0.16994106285090166,Language,1,0.5
1,17,1,9500,1,1,142.0,1,38,1,5,4,136.6,0,0,0,1,0,1,18,0,0,7,7,7,13.464285714285714,0,0,8,9,8,14.788888888888888,0,12.4,0.5,1.79,Graduate,0,0,0,1.3246031746031743,1,0,1.0,1.0,0.0,0,0,0,1.0,1.125,0.125,0.0,0.0,0.0,0,0.09524619705361695,Low,0.0,None,0,0.0
1,44,1,9003,1,39,150.0,1,1,38,4,9,150.0,0,0,0,1,1,1,20,0,0,6,18,3,12.0,0,0,6,17,3,11.666666666666666,0,15.5,2.8,0.0,Enrolled,0,0,0,-0.3333333333333339,0,1,0.5,0.5,0.0,0,0,0,3.0,2.8333333333333335,-0.16666666666666652,0.0,0.0,0.0,0,0.43558556003183463,Medium,0.23837209524546857,None,0,0.0
1,17,1,9147,1,1,114.0,1,19,19,9,7,107.7,0,0,0,1,0,0,19,0,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,Dropout,0,0,0,4.0,1,0,0.4,0.4,0.0,0,0,0,1.4,2.2,0.8000000000000003,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,1,171,1,1,114.0,1,3,29,3,5,111.9,0,0,0,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,0.0,0.0,Dropout,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,,,,No_Feedback,0,
1,43,1,9773,1,1,127.0,1,19,1,5,5,117.6,1,0,0,1,0,0,18,0,0,6,6,0,0.0,0,0,6,10,3,11.0,0,16.2,0.3,0.0,Enrolled,0,0,0,11.0,1,0,0.0,0.5,0.5,0,0,0,1.0,1.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0,0.23023795322040344,Low,0.0,Math,1,1.0
1,1,1,9254,1,1,136.0,1,3,3,2,2,128.7,0,0,0,1,1,0,19,0,0,6,7,6,14.428571428571429,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate,0,0,0,-1.9285714285714288,0,1,1.0,1.0,0.0,0,0,0,1.1666666666666667,1.0,-0.16666666666666674,0.0,0.0,0.0,0,0.059904473679586796,Low,0.009507508895657725,Math,1,1.0
1,1,5,9254,1,1,128.0,1,19,1,7,10,116.5,1,0,0,1,0,1,18,0,0,6,7,6,13.428571428571429,0,0,6,6,6,12.666666666666666,0,8.9,1.4,3.51,Graduate,0,0,0,-0.7619047619047628,0,1,1.0,1.0,0.0,0,0,0,1.1666666666666667,1.0,-0.16666666666666674,0.0,0.0,0.0,0,0.0,Low,0.0,Language,1,0.5
1,1,1,9500,1,1,148.0,1,1,1,9,9,127.0,1,0,0,1,1,0,20,0,0,8,8,7,12.84142857142857,0,0,8,8,7,12.84142857142857,0,10.8,1.4,1.74,Graduate,0,0,0,0.0,0,0,0.875,0.875,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.26608735351817925,Low,0.0,Math,1,1.0
1,43,2,9500,1,1,120.0,1,37,34,90,0,121.5,0,0,1,1,0,0,22,0,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,7.6,2.6,0.32,Graduate,0,0,0,0.0,0,0,0.8571428571428571,0.8571428571428571,0.0,0,0,0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0,0.11832637924341823,Low,0.5718751507380916,None,0,0.0
1,1,2,9147,1,1,125.0,1,1,19,4,6,115.2,0,1,0,1,0,0,21,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,0.0,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1.2,1.0,-0.19999999999999996,0.0,0.0,0.0,0,0.45080430951305167,Medium,0.16012432788964767,Language,1,0.5
1,17,5,9500,1,1,130.0,1,19,1,9,4,128.8,1,0,0,1,0,0,18,0,0,7,8,6,13.39,0,0,8,10,7,12.757142857142856,0,11.1,0.6,2.02,Enrolled,0,0,0,-0.6328571428571443,0,1,0.8571428571428571,0.875,0.017857142857142905,0,0,0,1.1428571428571428,1.25,0.1071428571428572,0.0,0.0,0.0,0,0.22694854604155398,Low,0.0905672204329438,Math,1,1.0
1,17,2,9147,1,1,133.1,1,38,38,4,7,109.0,1,0,0,1,1,1,22,0,0,5,7,3,12.333333333333334,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Enrolled,0,0,0,-1.7619047619047628,0,1,0.6,0.6,0.0,0,0,0,1.4,1.8,0.40000000000000013,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,17,1,9119,1,1,130.0,1,19,19,7,9,121.3,1,0,0,1,1,0,18,0,0,5,9,1,12.0,0,0,5,10,2,12.0,3,7.6,2.6,0.32,Dropout,0,0,0,0.0,0,0,0.2,0.4,0.2,0,0,0,1.8,2.0,0.19999999999999996,0.0,0.6,0.6,1,0.3406622034222674,Medium,0.0,Other,1,0.3
1,44,1,9085,1,39,140.0,1,1,19,3,3,140.0,1,0,0,1,0,0,21,0,2,6,7,6,13.0,0,1,6,15,4,12.8,0,12.4,0.5,1.79,Graduate,0,0,0,-0.1999999999999993,0,1,1.0,0.6666666666666666,-0.33333333333333337,0,0,0,1.1666666666666667,2.5,1.3333333333333333,0.0,0.0,0.0,0,0.15940375323758316,Low,0.28447394824400285,Math,1,1.0
1,7,1,9991,0,40,133.1,1,1,37,4,1,100.0,0,0,0,1,0,0,26,0,8,9,11,9,12.333333333333334,0,4,7,7,7,12.571428571428571,0,12.4,0.5,1.79,Graduate,0,0,0,0.23809523809523725,1,0,1.0,1.0,0.0,0,0,0,1.2222222222222223,1.0,-0.22222222222222232,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,7,1,9991,0,3,130.0,1,19,19,3,9,130.0,0,0,0,0,1,0,32,0,0,5,12,4,14.75,0,0,5,9,2,15.0,0,16.2,0.3,0.0,Dropout,0,0,0,0.25,1,0,0.8,0.4,-0.4,0,0,0,2.4,1.8,-0.5999999999999999,0.0,0.0,0.0,0,0.29364264608138785,Low,0.2480971654947261,Language,1,0.5
1,39,1,8014,0,1,100.0,1,37,37,6,5,107.5,0,0,0,1,0,0,41,0,0,2,2,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,0.0,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1.0,0.0,-1.0,0.0,0.0,0.0,0,0.35490721088887756,Medium,0.4360061676776124,Math,1,1.0
1,42,1,9991,0,1,160.0,1,1,2,4,3,120.0,0,0,0,1,0,0,30,0,4,7,9,7,14.142857142857142,0,1,5,5,5,14.8,0,7.6,2.6,0.32,Graduate,0,0,0,0.6571428571428584,1,0,1.0,1.0,0.0,0,0,0,1.2857142857142858,1.0,-0.2857142857142858,0.0,0.0,0.0,0,0.007557637267003783,Low,0.26646403625931075,None,0,0.0
1,1,1,9670,1,1,131.0,1,38,38,9,9,127.9,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,0.0,0.0,Graduate,0,0,0,1.3999999999999986,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.10488641418753622,Low,0.0,Math,1,1.0
1,1,4,9085,1,1,135.0,1,38,37,9,9,132.6,1,0,0,1,0,1,19,0,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate,0,0,0,1.0,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,17,2,9670,1,1,128.0,1,37,38,5,8,121.7,0,0,0,1,1,1,20,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,0.0,0.0,Graduate,0,0,0,-1.6500000000000004,0,1,1.0,0.8,-0.19999999999999996,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.2600115121589086,Low,0.03658364124306764,None,0,0.0
1,1,1,8014,0,1,123.0,1,34,37,9,90,121.3,1,0,0,1,0,0,25,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate,0,0,0,0.0,0,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,Low,0.0,None,0,0.0
1,17,5,9500,1,1,143.0,1,38,1,9,7,130.6,1,0,0,1,0,1,18,0,0,7,8,7,13.15,0,0,8,9,8,15.06875,0,13.9,0.0,0.79,Graduate,0,0,0,1.9187499999999993,1,0,1.0,1.0,0.0,0,0,0,1.1428571428571428,1.125,-0.017857142857142794,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,7,1,9003,1,3,120.0,1,1,19,4,1,120.0,1,0,0,1,1,0,27,0,14,18,21,18,11.421052631578949,0,10,13,16,13,11.076923076923077,1,15.5,2.8,0.0,Graduate,0,0,0,-0.344129554655872,0,1,1.0,1.0,0.0,0,0,0,1.1666666666666667,1.2307692307692308,0.0641025641025641,0.0,0.07692307692307693,0.07692307692307693,0,,,,No_Feedback,0,
1,1,4,171,1,1,131.0,1,19,19,4,4,119.8,1,1,0,1,0,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,0.0,Graduate,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,,,,No_Feedback,0,
1,39,1,9670,1,9,133.1,1,37,37,5,3,110.0,0,0,1,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,0.0,0.0,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.5031491562261996,Medium,0.45285799094799467,Math,1,1.0
1,1,3,9500,1,1,134.0,1,38,38,7,9,132.8,1,0,0,1,0,1,19,0,0,8,8,7,13.512857142857142,0,0,8,8,7,13.512857142857142,0,10.8,1.4,1.74,Graduate,0,0,0,0.0,0,0,0.875,0.875,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.13150736763366128,Low,0.0,Math,1,1.0
1,17,1,9147,1,1,131.0,1,1,37,3,7,120.2,0,0,0,1,0,0,19,0,0,5,10,5,13.285714285714286,0,0,5,8,5,13.0,0,12.7,3.7,0.0,Graduate,0,0,0,-0.2857142857142865,0,1,1.0,1.0,0.0,0,0,0,2.0,1.6,-0.3999999999999999,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,17,1,9147,1,1,96.0,1,38,37,6,4,96.0,1,0,0,1,0,0,19,0,0,5,10,3,10.666666666666666,0,0,5,9,0,0.0,3,16.2,0.3,0.0,Dropout,0,0,0,-10.666666666666666,0,1,0.6,0.0,-0.6,0,1,1,2.0,1.8,-0.19999999999999996,0.0,0.6,0.6,1,,,,No_Feedback,0,
1,43,4,9670,1,1,117.0,1,3,3,4,4,113.2,0,0,0,1,1,0,21,0,0,5,11,2,10.0,0,0,5,10,3,10.333333333333334,0,9.4,0.0,0.0,Enrolled,0,0,0,0.3333333333333339,1,0,0.4,0.6,0.19999999999999996,0,0,0,2.2,2.0,-0.20000000000000018,0.0,0.0,0.0,0,0.22731184342936445,Low,0.13265864642545827,None,0,0.0
1,1,1,9119,1,1,129.0,1,12,1,4,10,124.1,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,10,1,14.0,3,7.6,2.6,0.32,Dropout,0,0,0,14.0,1,0,0.0,0.2,0.2,0,0,0,2.0,2.0,0.0,0.0,0.6,0.6,1,0.3001787741488595,Low,0.0,Language,1,0.5
1,1,1,8014,0,1,133.1,1,3,1,1,7,100.0,0,0,0,1,0,0,26,0,2,8,11,7,12.75,0,2,7,7,7,12.285714285714286,0,16.2,0.3,0.0,Graduate,0,0,0,-0.4642857142857135,0,1,0.875,1.0,0.125,0,0,0,1.375,1.0,-0.375,0.0,0.0,0.0,0,0.022935674647595553,Low,0.37913217245209874,Math,1,1.0
1,1,2,9070,1,1,145.0,1,1,19,4,3,133.5,0,0,0,1,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,6,6,11.333333333333334,0,12.7,3.7,0.0,Graduate,0,0,0,-0.8333333333333321,0,1,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,42,1,9147,1,1,130.0,1,34,34,99,99,109.8,1,0,0,0,1,0,23,0,0,3,3,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.46559360432957736,Medium,0.0,None,0,0.0
1,1,1,9070,1,1,131.0,1,37,37,3,3,131.7,1,0,0,1,0,0,20,0,0,6,6,6,12.166666666666666,0,0,6,7,5,13.8,0,12.7,3.7,0.0,Graduate,0,0,0,1.6333333333333346,1,0,1.0,0.8333333333333334,-0.16666666666666663,0,0,0,1.0,1.1666666666666667,0.16666666666666674,0.0,0.0,0.0,0,0.04587991825830823,Low,0.0,None,0,0.0
1,1,1,9773,1,1,134.0,1,1,38,4,5,122.8,0,0,0,1,1,0,18,0,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,0.0,Graduate,0,0,0,0.5,1,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,Low,0.07436483595232654,None,0,0.0
1,7,1,9003,1,3,130.0,1,38,37,5,6,130.0,0,0,0,1,0,0,32,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,1.1666666666666667,1.0,-0.16666666666666674,0.0,0.0,0.0,0,0.304266141086601,Low,0.4966582680307273,Language,1,0.5
1,17,2,9853,1,1,125.0,1,1,19,5,5,119.4,1,0,0,1,0,0,18,0,0,7,10,7,12.142857142857142,0,0,7,7,7,13.142857142857142,0,12.4,0.5,1.79,Graduate,0,0,0,1.0,1,0,1.0,1.0,0.0,0,0,0,1.4285714285714286,1.0,-0.4285714285714286,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,44,1,9119,1,39,150.0,1,19,37,9,9,150.0,1,0,1,1,1,0,20,0,0,5,6,5,16.5,0,0,5,7,5,17.714285714285715,0,12.4,0.5,1.79,Dropout,0,0,0,1.2142857142857153,1,0,1.0,1.0,0.0,0,0,0,1.2,1.4,0.19999999999999996,0.0,0.0,0.0,0,0.01933794519241591,Low,0.35417508054195207,None,0,0.0
1,1,1,9254,1,1,123.0,1,38,38,4,7,114.3,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,17,1,9670,1,1,132.0,1,38,37,9,9,122.9,0,0,0,0,1,0,20,0,0,6,6,6,11.5,0,0,6,9,2,13.0,0,10.8,1.4,1.74,Dropout,0,0,0,1.5,1,0,1.0,0.3333333333333333,-0.6666666666666667,1,0,0,1.0,1.5,0.5,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,18,1,9991,0,1,133.1,1,38,38,5,5,145.0,0,0,0,1,0,1,21,0,0,5,6,4,12.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Enrolled,0,0,0,-0.4499999999999993,0,1,0.8,0.8,0.0,0,0,0,1.2,1.6,0.40000000000000013,0.0,0.0,0.0,0,0.3125268424310964,Low,0.21291011305262023,Math,1,1.0
1,1,6,9147,1,1,128.0,1,37,37,9,9,116.5,0,0,0,1,0,0,18,0,0,5,9,3,11.666666666666666,0,0,5,15,2,11.0,0,7.6,2.6,0.32,Enrolled,0,0,0,-0.6666666666666661,0,1,0.6,0.4,-0.19999999999999996,0,0,0,1.8,3.0,1.2,0.0,0.0,0.0,0,0.43563898885855723,Medium,0.0,None,0,0.0
1,1,4,9254,1,1,132.0,1,1,38,5,6,122.6,1,0,0,1,0,1,18,0,0,6,7,6,12.285714285714286,0,0,6,6,6,12.0,0,8.9,1.4,3.51,Graduate,0,0,0,-0.2857142857142865,0,1,1.0,1.0,0.0,0,0,0,1.1666666666666667,1.0,-0.16666666666666674,0.0,0.0,0.0,0,0.17863986519776726,Low,0.15012307466526212,Math,1,1.0
1,1,5,9500,1,1,133.1,1,1,1,5,8,123.0,1,0,0,1,0,0,19,0,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,0.0,Graduate,0,0,0,0.0,0,0,0.875,0.875,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,1,9147,1,1,120.0,1,1,19,7,7,111.3,0,0,0,1,1,1,18,0,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,0.0,Enrolled,0,0,0,0.9499999999999993,1,0,0.8,0.8,0.0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,0,0.2167509822986446,Low,0.0,None,0,0.0
1,16,4,9238,1,1,135.0,1,37,37,9,9,121.0,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,7,6,11.833333333333334,0,10.8,1.4,1.74,Graduate,0,0,0,-1.166666666666666,0,1,0.8333333333333334,1.0,0.16666666666666663,0,0,0,1.3333333333333333,1.1666666666666667,-0.16666666666666652,0.0,0.0,0.0,0,0.0,Low,0.12278919275148198,None,0,0.0
1,18,5,9119,1,1,136.0,1,3,2,2,3,125.2,1,0,0,1,1,0,19,0,0,5,9,5,11.833333333333334,0,0,5,9,5,14.714285714285714,0,12.4,0.5,1.79,Enrolled,0,0,0,2.8809523809523796,1,0,1.0,1.0,0.0,0,0,0,1.8,1.8,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
2,39,1,9500,1,1,133.1,1,37,37,191,172,115.2,0,0,0,1,0,0,48,0,0,7,11,4,11.75,0,0,7,14,3,11.725,0,11.1,0.6,2.02,Enrolled,1,0,0,-0.025000000000000355,0,1,0.5714285714285714,0.42857142857142855,-0.14285714285714285,0,0,0,1.5714285714285714,2.0,0.4285714285714286,0.0,0.0,0.0,0,0.013050265100538416,Low,1.0,None,0,0.0
1,1,1,171,1,1,145.0,1,3,1,4,3,149.9,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,0.0,Graduate,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,,,,No_Feedback,0,
1,1,1,171,1,1,130.0,1,1,38,5,9,118.1,0,0,1,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,0.0,0.0,Enrolled,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0.40403239798198864,Medium,0.3301073532891924,Language,1,0.5
2,39,1,171,1,19,100.0,1,37,37,9,9,139.0,0,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0.194682275465273,Low,0.6567816221338315,Language,1,0.5
1,1,1,171,1,1,115.0,1,37,37,9,8,129.0,1,0,1,0,0,1,23,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,0.0,0.0,Dropout,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0.22460482936027648,Low,0.5062312760845842,None,0,0.0
1,44,1,9003,1,39,150.0,1,1,19,4,10,150.0,0,0,0,1,1,1,21,0,0,6,8,6,13.0,0,0,6,10,6,12.625,0,15.5,2.8,0.0,Graduate,0,0,0,-0.375,0,1,1.0,1.0,0.0,0,0,0,1.3333333333333333,1.6666666666666667,0.3333333333333335,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,17,2,9773,1,1,133.1,41,19,1,9,9,105.0,1,0,0,0,0,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,0,0,0,-0.5,0,1,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.06326535514774917,Low,0.4020810242021496,None,0,0.0
1,17,1,9085,1,1,137.0,1,38,19,0,90,122.3,0,0,0,1,0,1,19,0,0,5,5,5,12.6,0,0,5,9,3,13.0,0,7.6,2.6,0.32,Dropout,0,0,0,0.40000000000000036,1,0,1.0,0.6,-0.4,1,0,0,1.0,1.8,0.8,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,1,9670,1,1,123.0,1,12,1,9,9,119.2,1,0,0,1,0,1,18,0,0,6,8,5,13.5,0,0,6,6,6,14.5,0,12.4,0.5,1.79,Graduate,0,0,0,1.0,1,0,0.8333333333333334,1.0,0.16666666666666663,0,0,0,1.3333333333333333,1.0,-0.33333333333333326,0.0,0.0,0.0,0,,,,No_Feedback,0,
1,1,2,9773,1,1,133.0,1,3,1,2,4,130.2,0,0,0,1,1,0,19,0,0,6,9,5,12.6,0,6,10,16,8,11.0,1,8.9,1.4,3.51,Enrolled,0,0,0,-1.5999999999999996,0,1,0.8333333333333334,0.8,-0.033333333333333326,0,0,0,1.5,1.6,0.10000000000000009,0.0,0.1,0.1,0,0.2209438530642252,Low,0.23172621936273877,Math,1,1.0
1,1,4,9500,1,1,168.0,1,38,1,9,10,166.0,1,0,0,1,0,0,18,0,0,8,8,8,14.88875,0,0,8,8,8,14.88875,0,9.4,0.0,0.0,Graduate,0,0,0,0.0,0,0,1.0,1.0,0.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,No_Feedback,0,
